trackname,artistname,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,time_signature,duration_min,msplayed_min,major_genre,danceability_norm,energy_norm,speechiness_norm,acousticness_norm,instrumentalness_norm,valence_norm,tempo_norm,loudness_norm
wanna grow old (i wont let go),XXXTENTACION,emo rap,0.74,0.199,4.0,-8.575,0.0,0.037,0.835,0.0,0.116,0.486,75.013,audio_features,5RZt3aBokyH2EEqWBef7uS,spotify:track:5RZt3aBokyH2EEqWBef7uS,https://api.spotify.com/v1/tracks/5RZt3aBokyH2EEqWBef7uS,https://api.spotify.com/v1/audio-analysis/5RZt3aBokyH2EEqWBef7uS,4.0,2.187,2.187,Hip-Hop/Rap,0.758,0.198,0.038,0.838,0.0,0.493,0.318,0.743
wannabe,renforshort,alt z,0.769,0.663,1.0,-5.649,0.0,0.04,0.094,0.0,0.133,0.46,94.966,audio_features,5PXdLJJWQJTOpfHdPkMsOw,spotify:track:5PXdLJJWQJTOpfHdPkMsOw,https://api.spotify.com/v1/tracks/5PXdLJJWQJTOpfHdPkMsOw,https://api.spotify.com/v1/audio-analysis/5PXdLJJWQJTOpfHdPkMsOw,4.0,2.541,48.304,Pop,0.788,0.663,0.041,0.095,0.0,0.467,0.402,0.808
watch you sleep.,girl in red,alt z,0.456,0.221,2.0,-16.379,1.0,0.031,0.932,0.005,0.096,0.374,132.997,audio_features,6tMwheKgpMHBcHtr8aYMn8,spotify:track:6tMwheKgpMHBcHtr8aYMn8,https://api.spotify.com/v1/tracks/6tMwheKgpMHBcHtr8aYMn8,https://api.spotify.com/v1/audio-analysis/6tMwheKgpMHBcHtr8aYMn8,4.0,3.004,12.015,Pop,0.467,0.22,0.032,0.936,0.005,0.379,0.563,0.57
we fell in love in october,girl in red,alt z,0.566,0.366,7.0,-12.808,1.0,0.028,0.113,0.181,0.155,0.237,129.96,audio_features,6IPwKM3fUUzlElbvKw2sKl,spotify:track:6IPwKM3fUUzlElbvKw2sKl,https://api.spotify.com/v1/tracks/6IPwKM3fUUzlElbvKw2sKl,https://api.spotify.com/v1/audio-analysis/6IPwKM3fUUzlElbvKw2sKl,4.0,3.069,3.068,Pop,0.58,0.366,0.029,0.113,0.182,0.24,0.55,0.649
well be fine,Luz,alt z,0.505,0.122,11.0,-12.599,1.0,0.053,0.9,0.0,0.089,0.372,102.607,audio_features,7FdvD8jMcvUW5xbxSsQTA8,spotify:track:7FdvD8jMcvUW5xbxSsQTA8,https://api.spotify.com/v1/tracks/7FdvD8jMcvUW5xbxSsQTA8,https://api.spotify.com/v1/audio-analysis/7FdvD8jMcvUW5xbxSsQTA8,4.0,4.943,29.164,Pop,0.517,0.121,0.055,0.904,0.0,0.377,0.434,0.654
well known,Atlas in Motion,Unknown,0.588,0.291,7.0,-14.769,1.0,0.145,0.556,0.0,0.306,0.302,158.022,audio_features,48JLDrm4RGGjvkeyDOO9zN,spotify:track:48JLDrm4RGGjvkeyDOO9zN,https://api.spotify.com/v1/tracks/48JLDrm4RGGjvkeyDOO9zN,https://api.spotify.com/v1/audio-analysis/48JLDrm4RGGjvkeyDOO9zN,4.0,3.736,1.821,Unknown,0.602,0.291,0.15,0.558,0.0,0.306,0.669,0.605
what does he have that i dont?,Zeph,gen z singer-songwriter,0.386,0.187,1.0,-15.684,1.0,0.044,0.96,0.0,0.136,0.561,149.888,audio_features,15MDjoryOggmkMTdh13IGx,spotify:track:15MDjoryOggmkMTdh13IGx,https://api.spotify.com/v1/tracks/15MDjoryOggmkMTdh13IGx,https://api.spotify.com/v1/audio-analysis/15MDjoryOggmkMTdh13IGx,3.0,1.52,4.56,Pop,0.395,0.186,0.045,0.964,0.0,0.569,0.635,0.585
when is it my turn,mj apanay,bedroom r&b,0.757,0.355,5.0,-9.026,1.0,0.089,0.571,0.0,0.321,0.772,131.768,audio_features,5jvuDwxowrtKO9CoOdOenf,spotify:track:5jvuDwxowrtKO9CoOdOenf,https://api.spotify.com/v1/tracks/5jvuDwxowrtKO9CoOdOenf,https://api.spotify.com/v1/audio-analysis/5jvuDwxowrtKO9CoOdOenf,4.0,2.267,0.228,R&B/Soul,0.776,0.355,0.092,0.573,0.0,0.783,0.558,0.733
when the days end,Visio,Unknown,0.557,0.033,4.0,-24.657,0.0,0.098,0.985,0.913,0.112,0.195,177.098,audio_features,4WynyWQFMcWEFtdyuPR7mR,spotify:track:4WynyWQFMcWEFtdyuPR7mR,https://api.spotify.com/v1/tracks/4WynyWQFMcWEFtdyuPR7mR,https://api.spotify.com/v1/audio-analysis/4WynyWQFMcWEFtdyuPR7mR,4.0,2.169,4.338,Unknown,0.571,0.032,0.102,0.989,0.919,0.198,0.75,0.386
when the partys over,Billie Eilish,art pop,0.367,0.111,4.0,-14.084,1.0,0.097,0.978,0.0,0.09,0.198,82.642,audio_features,43zdsphuZLzwA9k4DJhU0I,spotify:track:43zdsphuZLzwA9k4DJhU0I,https://api.spotify.com/v1/tracks/43zdsphuZLzwA9k4DJhU0I,https://api.spotify.com/v1/audio-analysis/43zdsphuZLzwA9k4DJhU0I,4.0,3.268,1.061,Pop,0.376,0.11,0.101,0.982,0.0,0.201,0.35,0.621
when was it over? (feat. Sam Hunt),Sasha Alex Sloan,alt z,0.626,0.453,7.0,-9.295,1.0,0.031,0.816,0.0,0.09,0.494,129.958,audio_features,779UN3kabApm2zfqX549vf,spotify:track:779UN3kabApm2zfqX549vf,https://api.spotify.com/v1/tracks/779UN3kabApm2zfqX549vf,https://api.spotify.com/v1/audio-analysis/779UN3kabApm2zfqX549vf,4.0,3.635,42.045,Pop,0.641,0.453,0.032,0.819,0.0,0.501,0.55,0.727
where do we go when we fall in love,SVMP,lo-fi chill,0.561,0.364,7.0,-11.111,1.0,0.029,0.812,0.0,0.268,0.233,137.911,audio_features,3yZueO8TUXxGNettYqIRKw,spotify:track:3yZueO8TUXxGNettYqIRKw,https://api.spotify.com/v1/tracks/3yZueO8TUXxGNettYqIRKw,https://api.spotify.com/v1/audio-analysis/3yZueO8TUXxGNettYqIRKw,4.0,1.685,1.685,Lo-Fi/Chill,0.575,0.364,0.03,0.815,0.0,0.236,0.584,0.687
white lie,contradash,Unknown,0.607,0.872,1.0,-4.858,0.0,0.105,0.105,0.0,0.333,0.831,160.014,audio_features,1TQGVAi1Hx83KDczqwNJZX,spotify:track:1TQGVAi1Hx83KDczqwNJZX,https://api.spotify.com/v1/tracks/1TQGVAi1Hx83KDczqwNJZX,https://api.spotify.com/v1/audio-analysis/1TQGVAi1Hx83KDczqwNJZX,4.0,2.704,0.503,Unknown,0.622,0.873,0.109,0.105,0.0,0.843,0.677,0.825
whore,mehro,gen z singer-songwriter,0.766,0.265,7.0,-12.35,1.0,0.032,0.904,0.049,0.09,0.369,136.063,audio_features,5kkSbXjKeAxmDllVqAjDq6,spotify:track:5kkSbXjKeAxmDllVqAjDq6,https://api.spotify.com/v1/tracks/5kkSbXjKeAxmDllVqAjDq6,https://api.spotify.com/v1/audio-analysis/5kkSbXjKeAxmDllVqAjDq6,4.0,2.723,8.169,Pop,0.785,0.264,0.033,0.908,0.05,0.374,0.576,0.659
why are girls?,blackbear,pop,0.685,0.783,7.0,-4.833,1.0,0.078,0.16,0.0,0.182,0.804,101.134,audio_features,0WHLAdmj06siT3xEB4gU5N,spotify:track:0WHLAdmj06siT3xEB4gU5N,https://api.spotify.com/v1/tracks/0WHLAdmj06siT3xEB4gU5N,https://api.spotify.com/v1/audio-analysis/0WHLAdmj06siT3xEB4gU5N,4.0,3.13,3.129,Pop,0.702,0.784,0.081,0.161,0.0,0.815,0.428,0.826
why didnt you call???,Saint Harison,Unknown,0.347,0.227,8.0,-8.954,1.0,0.033,0.952,0.0,0.11,0.307,169.238,audio_features,07c4PaAD3aPavDfZxeHZoY,spotify:track:07c4PaAD3aPavDfZxeHZoY,https://api.spotify.com/v1/tracks/07c4PaAD3aPavDfZxeHZoY,https://api.spotify.com/v1/audio-analysis/07c4PaAD3aPavDfZxeHZoY,4.0,3.279,32.152,Unknown,0.356,0.226,0.034,0.956,0.0,0.311,0.717,0.734
wish u the best (feat. Stalking Gia),blackbear,pop,0.802,0.495,2.0,-6.154,0.0,0.19,0.023,0.0,0.109,0.473,114.99,audio_features,2O30HZ3iEz32Nx8yVMJjFO,spotify:track:2O30HZ3iEz32Nx8yVMJjFO,https://api.spotify.com/v1/tracks/2O30HZ3iEz32Nx8yVMJjFO,https://api.spotify.com/v1/audio-analysis/2O30HZ3iEz32Nx8yVMJjFO,4.0,2.574,2.574,Pop,0.822,0.495,0.197,0.023,0.0,0.48,0.487,0.797
wonder,Billy Hammer,lo-fi cover,0.616,0.122,2.0,-16.29,1.0,0.028,0.98,0.942,0.155,0.34,87.988,audio_features,0Jnusm5HFoW6RaWHGnadtI,spotify:track:0Jnusm5HFoW6RaWHGnadtI,https://api.spotify.com/v1/tracks/0Jnusm5HFoW6RaWHGnadtI,https://api.spotify.com/v1/audio-analysis/0Jnusm5HFoW6RaWHGnadtI,4.0,1.773,1.773,Lo-Fi/Chill,0.631,0.121,0.029,0.984,0.949,0.345,0.373,0.572
working,Tate McRae,alt z,0.783,0.435,7.0,-7.78,1.0,0.059,0.282,0.0,0.083,0.512,106.974,audio_features,31sSFHIe4NaxltVFOEIcTa,spotify:track:31sSFHIe4NaxltVFOEIcTa,https://api.spotify.com/v1/tracks/31sSFHIe4NaxltVFOEIcTa,https://api.spotify.com/v1/audio-analysis/31sSFHIe4NaxltVFOEIcTa,4.0,3.504,137.589,Pop,0.802,0.435,0.061,0.283,0.0,0.519,0.453,0.761
worthless,eli.,Unknown,0.675,0.53,9.0,-4.196,1.0,0.038,0.016,0.0,0.111,0.083,124.991,audio_features,6L9vUQRiVybGvtAatCdRhw,spotify:track:6L9vUQRiVybGvtAatCdRhw,https://api.spotify.com/v1/tracks/6L9vUQRiVybGvtAatCdRhw,https://api.spotify.com/v1/audio-analysis/6L9vUQRiVybGvtAatCdRhw,4.0,4.504,43.977,Unknown,0.692,0.53,0.04,0.016,0.0,0.084,0.529,0.84
you broke me first,Tate McRae,alt z,0.667,0.373,4.0,-9.389,1.0,0.05,0.785,0.0,0.091,0.082,124.148,audio_features,45bE4HXI0AwGZXfZtMp8JR,spotify:track:45bE4HXI0AwGZXfZtMp8JR,https://api.spotify.com/v1/tracks/45bE4HXI0AwGZXfZtMp8JR,https://api.spotify.com/v1/audio-analysis/45bE4HXI0AwGZXfZtMp8JR,4.0,2.821,45.617,Pop,0.683,0.373,0.052,0.788,0.0,0.083,0.526,0.725
you deserve better,sadeyes,emo rap,0.591,0.488,8.0,-11.178,1.0,0.16,0.358,0.0,0.357,0.362,109.9,audio_features,5MsydV2Ii4A7r85gSgh90x,spotify:track:5MsydV2Ii4A7r85gSgh90x,https://api.spotify.com/v1/tracks/5MsydV2Ii4A7r85gSgh90x,https://api.spotify.com/v1/audio-analysis/5MsydV2Ii4A7r85gSgh90x,4.0,2.365,2.365,Hip-Hop/Rap,0.606,0.488,0.166,0.359,0.0,0.367,0.465,0.685
you dont love me,Josh Golden,la pop,0.535,0.398,9.0,-7.864,0.0,0.056,0.595,0.0,0.249,0.732,201.556,audio_features,5ZgwB1cOswiOfKY9qi1D2r,spotify:track:5ZgwB1cOswiOfKY9qi1D2r,https://api.spotify.com/v1/tracks/5ZgwB1cOswiOfKY9qi1D2r,https://api.spotify.com/v1/audio-analysis/5ZgwB1cOswiOfKY9qi1D2r,4.0,2.71,72.579,Pop,0.548,0.398,0.058,0.597,0.0,0.742,0.853,0.759
you heard me,Heather Sommer,alt z,0.665,0.582,6.0,-7.011,0.0,0.032,0.163,0.0,0.108,0.344,137.027,audio_features,2uFTnCmw9n08yGWU6qf1vk,spotify:track:2uFTnCmw9n08yGWU6qf1vk,https://api.spotify.com/v1/tracks/2uFTnCmw9n08yGWU6qf1vk,https://api.spotify.com/v1/audio-analysis/2uFTnCmw9n08yGWU6qf1vk,4.0,2.978,110.717,Pop,0.681,0.582,0.034,0.164,0.0,0.349,0.58,0.778
you should see me in a crown,Besomorph,alt z,0.383,0.711,4.0,-4.125,0.0,0.045,0.334,0.0,0.225,0.196,153.95,audio_features,42pyNGEPT9obunqGuxxEdF,spotify:track:42pyNGEPT9obunqGuxxEdF,https://api.spotify.com/v1/tracks/42pyNGEPT9obunqGuxxEdF,https://api.spotify.com/v1/audio-analysis/42pyNGEPT9obunqGuxxEdF,4.0,2.988,0.039,Pop,0.392,0.711,0.047,0.335,0.0,0.199,0.652,0.842
you were good to me,Jeremy Zucker,alt z,0.561,0.085,2.0,-15.099,1.0,0.04,0.913,0.0,0.112,0.206,102.128,audio_features,4CxFN5zON70B3VOPBYbd6P,spotify:track:4CxFN5zON70B3VOPBYbd6P,https://api.spotify.com/v1/tracks/4CxFN5zON70B3VOPBYbd6P,https://api.spotify.com/v1/audio-analysis/4CxFN5zON70B3VOPBYbd6P,4.0,3.652,3.652,Pop,0.575,0.084,0.042,0.917,0.0,0.209,0.432,0.598
you were good to me - shallou remix,Jeremy Zucker,alt z,0.358,0.435,2.0,-9.198,1.0,0.072,0.173,0.001,0.099,0.336,155.908,audio_features,4yQluMXsIRql36ErBHux2f,spotify:track:4yQluMXsIRql36ErBHux2f,https://api.spotify.com/v1/tracks/4yQluMXsIRql36ErBHux2f,https://api.spotify.com/v1/audio-analysis/4yQluMXsIRql36ErBHux2f,4.0,3.82,3.819,Pop,0.367,0.435,0.074,0.174,0.001,0.341,0.66,0.729
your eyes,Bcalm,focus beats,0.584,0.106,10.0,-19.153,1.0,0.029,0.926,0.928,0.095,0.158,73.998,audio_features,5jWS8zbRQuzz390C7X4Ojz,spotify:track:5jWS8zbRQuzz390C7X4Ojz,https://api.spotify.com/v1/tracks/5jWS8zbRQuzz390C7X4Ojz,https://api.spotify.com/v1/audio-analysis/5jWS8zbRQuzz390C7X4Ojz,4.0,2.703,2.703,Lo-Fi/Chill,0.598,0.105,0.03,0.93,0.935,0.16,0.313,0.508
|BONKERS|,staplegun,gym phonk,0.751,0.946,0.0,-6.47,1.0,0.393,0.077,0.878,0.22,0.542,148.027,audio_features,2G23H0snYYKYqRlyFvVObS,spotify:track:2G23H0snYYKYqRlyFvVObS,https://api.spotify.com/v1/tracks/2G23H0snYYKYqRlyFvVObS,https://api.spotify.com/v1/audio-analysis/2G23H0snYYKYqRlyFvVObS,4.0,3.539,2.082,EDM,0.769,0.947,0.407,0.077,0.884,0.55,0.627,0.79
À Deriva,colours in the dark,lo-fi sleep,0.552,0.139,3.0,-23.934,0.0,0.03,0.924,0.913,0.321,0.131,130.04,audio_features,6xU5ky93riHj0PEElwZy2n,spotify:track:6xU5ky93riHj0PEElwZy2n,https://api.spotify.com/v1/tracks/6xU5ky93riHj0PEElwZy2n,https://api.spotify.com/v1/audio-analysis/6xU5ky93riHj0PEElwZy2n,4.0,2.838,5.677,Lo-Fi/Chill,0.566,0.138,0.031,0.928,0.919,0.133,0.551,0.402
Árboles Bajo El Mar,Vivir Quintana,nuevo folklore mexicano,0.678,0.385,6.0,-8.343,0.0,0.039,0.783,0.001,0.098,0.058,92.161,audio_features,5UaiWpx39E60GAsoAtICoV,spotify:track:5UaiWpx39E60GAsoAtICoV,https://api.spotify.com/v1/tracks/5UaiWpx39E60GAsoAtICoV,https://api.spotify.com/v1/audio-analysis/5UaiWpx39E60GAsoAtICoV,3.0,4.363,0.102,Other,0.695,0.385,0.04,0.786,0.001,0.059,0.39,0.748
Икры и Сала,ДЕТИ RAVE,hard bass,0.877,0.883,11.0,-4.183,1.0,0.065,0.012,0.001,0.092,0.442,127.008,audio_features,6eHKoMFFoMJ4cWwPscl382,spotify:track:6eHKoMFFoMJ4cWwPscl382,https://api.spotify.com/v1/tracks/6eHKoMFFoMJ4cWwPscl382,https://api.spotify.com/v1/audio-analysis/6eHKoMFFoMJ4cWwPscl382,4.0,2.394,2.394,Other,0.899,0.884,0.067,0.012,0.001,0.448,0.538,0.84
Итальянская полька в Ми Минор,Sergei Rachmaninoff,classical,0.557,0.07,2.0,-25.642,1.0,0.048,0.911,0.976,0.217,0.697,107.288,audio_features,0559HGlXKYOBSczFrNfjtE,spotify:track:0559HGlXKYOBSczFrNfjtE,https://api.spotify.com/v1/tracks/0559HGlXKYOBSczFrNfjtE,https://api.spotify.com/v1/audio-analysis/0559HGlXKYOBSczFrNfjtE,4.0,1.367,1.364,Classical,0.571,0.069,0.05,0.915,0.983,0.707,0.454,0.364
Обійми,Okean Elzy,Unknown,0.576,0.657,2.0,-8.923,1.0,0.034,0.377,0.68,0.153,0.587,119.944,audio_features,4TDTRgzJZ64XYfF8FEgMD3,spotify:track:4TDTRgzJZ64XYfF8FEgMD3,https://api.spotify.com/v1/tracks/4TDTRgzJZ64XYfF8FEgMD3,https://api.spotify.com/v1/audio-analysis/4TDTRgzJZ64XYfF8FEgMD3,4.0,2.667,15.604,Unknown,0.59,0.657,0.035,0.379,0.685,0.595,0.508,0.735
это ли счастье?,Rauf & Faik,russian pop,0.683,0.76,10.0,-5.033,0.0,0.048,0.578,0.0,0.14,0.445,154.06,audio_features,4KGq63QyNHWz44M5S6PWGo,spotify:track:4KGq63QyNHWz44M5S6PWGo,https://api.spotify.com/v1/tracks/4KGq63QyNHWz44M5S6PWGo,https://api.spotify.com/v1/audio-analysis/4KGq63QyNHWz44M5S6PWGo,4.0,3.408,28.523,Pop,0.7,0.761,0.049,0.58,0.0,0.451,0.652,0.821
ישראל,Eyal Golan,israeli mediterranean,0.631,0.951,2.0,-4.255,0.0,0.061,0.222,0.0,0.082,0.496,132.078,audio_features,0JxS1HrVdis8Q0e7fJ52am,spotify:track:0JxS1HrVdis8Q0e7fJ52am,https://api.spotify.com/v1/tracks/0JxS1HrVdis8Q0e7fJ52am,https://api.spotify.com/v1/audio-analysis/0JxS1HrVdis8Q0e7fJ52am,4.0,3.901,0.0,Other,0.647,0.952,0.063,0.223,0.0,0.503,0.559,0.839
כולם מדברים איתי על,Carakukly,israeli pop,0.822,0.658,11.0,-7.676,1.0,0.086,0.038,0.0,0.329,0.231,142.926,audio_features,7vyJb3zIstjQuMuh636UuR,spotify:track:7vyJb3zIstjQuMuh636UuR,https://api.spotify.com/v1/tracks/7vyJb3zIstjQuMuh636UuR,https://api.spotify.com/v1/audio-analysis/7vyJb3zIstjQuMuh636UuR,4.0,2.629,0.201,Pop,0.842,0.658,0.09,0.038,0.0,0.234,0.605,0.763
קצב מזרחי,Eyal Golan,israeli mediterranean,0.825,0.613,0.0,-8.819,1.0,0.062,0.199,0.0,0.07,0.836,140.045,audio_features,3skv4aDgWvtL25oXHqI6e9,spotify:track:3skv4aDgWvtL25oXHqI6e9,https://api.spotify.com/v1/tracks/3skv4aDgWvtL25oXHqI6e9,https://api.spotify.com/v1/audio-analysis/3skv4aDgWvtL25oXHqI6e9,4.0,2.45,0.44,Other,0.845,0.613,0.064,0.2,0.0,0.848,0.593,0.737
คิด(แต่ไม่)ถึง (Same Page?),Tilly Birds,thai indie rock,0.625,0.77,10.0,-5.333,1.0,0.03,0.193,0.0,0.149,0.817,95.026,audio_features,0JStm1Ns9Ya2zQhbqMDYEU,spotify:track:0JStm1Ns9Ya2zQhbqMDYEU,https://api.spotify.com/v1/tracks/0JStm1Ns9Ya2zQhbqMDYEU,https://api.spotify.com/v1/audio-analysis/0JStm1Ns9Ya2zQhbqMDYEU,4.0,4.446,7.894,Rock/Metal,0.64,0.771,0.031,0.194,0.0,0.829,0.402,0.815
アーチ,羽柴夏樹（ＣＶ：松岡禎丞）,Unknown,0.453,0.87,7.0,-4.975,1.0,0.034,0.055,0.0,0.405,0.868,163.047,audio_features,0tF8r6RM9deAIDTKnFrcYB,spotify:track:0tF8r6RM9deAIDTKnFrcYB,https://api.spotify.com/v1/tracks/0tF8r6RM9deAIDTKnFrcYB,https://api.spotify.com/v1/audio-analysis/0tF8r6RM9deAIDTKnFrcYB,4.0,3.714,0.098,Unknown,0.464,0.871,0.035,0.055,0.0,0.88,0.69,0.823
キケンナアソビ,Creep Hyp,j-pop,0.683,0.684,11.0,-5.325,1.0,0.031,0.138,0.0,0.16,0.674,88.018,audio_features,2XvtKqNuL8vCkekyzmb8OJ,spotify:track:2XvtKqNuL8vCkekyzmb8OJ,https://api.spotify.com/v1/tracks/2XvtKqNuL8vCkekyzmb8OJ,https://api.spotify.com/v1/audio-analysis/2XvtKqNuL8vCkekyzmb8OJ,4.0,4.02,13.944,Pop,0.7,0.684,0.032,0.139,0.0,0.684,0.373,0.815
シルエット,KANA-BOON,anime,0.436,0.934,2.0,-2.685,1.0,0.051,0.0,0.14,0.321,0.384,91.481,audio_features,1di1C0QI6Y92yZPYn6XYAZ,spotify:track:1di1C0QI6Y92yZPYn6XYAZ,https://api.spotify.com/v1/tracks/1di1C0QI6Y92yZPYn6XYAZ,https://api.spotify.com/v1/audio-analysis/1di1C0QI6Y92yZPYn6XYAZ,4.0,4.002,40.741,Anime/J-Pop,0.447,0.935,0.052,0.0,0.141,0.389,0.387,0.874
シンデレラ,Cidergirl,j-rock,0.572,0.955,7.0,-2.617,1.0,0.063,0.014,0.0,0.315,0.717,129.981,audio_features,6ilTR3RpLCAHDt3Z6YuQGx,spotify:track:6ilTR3RpLCAHDt3Z6YuQGx,https://api.spotify.com/v1/tracks/6ilTR3RpLCAHDt3Z6YuQGx,https://api.spotify.com/v1/audio-analysis/6ilTR3RpLCAHDt3Z6YuQGx,4.0,3.539,10.804,Rock/Metal,0.586,0.956,0.065,0.014,0.0,0.727,0.55,0.875
ジェリーフィッシュ (feat. ローラーガール),Yunomi,denpa-kei,0.669,0.768,2.0,-5.022,1.0,0.059,0.245,0.0,0.133,0.661,159.893,audio_features,6kIivltIxJscvk682sTXoV,spotify:track:6kIivltIxJscvk682sTXoV,https://api.spotify.com/v1/tracks/6kIivltIxJscvk682sTXoV,https://api.spotify.com/v1/audio-analysis/6kIivltIxJscvk682sTXoV,4.0,3.925,69.914,Anime/J-Pop,0.685,0.769,0.061,0.246,0.0,0.67,0.677,0.822
センチメートル,the peggies,anime,0.564,0.922,2.0,-2.303,1.0,0.037,0.002,0.0,0.231,0.828,139.962,audio_features,2zwZPlMKb1vaFcQK6PpMtP,spotify:track:2zwZPlMKb1vaFcQK6PpMtP,https://api.spotify.com/v1/tracks/2zwZPlMKb1vaFcQK6PpMtP,https://api.spotify.com/v1/audio-analysis/2zwZPlMKb1vaFcQK6PpMtP,4.0,3.784,3.781,Anime/J-Pop,0.578,0.923,0.038,0.002,0.0,0.84,0.593,0.882
ハルジオン,YOASOBI,j-pop,0.687,0.873,8.0,-3.852,1.0,0.034,0.054,0.0,0.318,0.884,130.024,audio_features,08YwAPnX8sygJUXG9rvhDv,spotify:track:08YwAPnX8sygJUXG9rvhDv,https://api.spotify.com/v1/tracks/08YwAPnX8sygJUXG9rvhDv,https://api.spotify.com/v1/audio-analysis/08YwAPnX8sygJUXG9rvhDv,4.0,3.31,3.299,Pop,0.704,0.874,0.035,0.055,0.0,0.897,0.55,0.848
バイ・マイ・サイ,RADWIMPS,j-pop,0.611,0.493,1.0,-8.365,0.0,0.029,0.603,0.0,0.159,0.425,95.995,audio_features,5h8jp1tzNDBhETtY4l1pjI,spotify:track:5h8jp1tzNDBhETtY4l1pjI,https://api.spotify.com/v1/tracks/5h8jp1tzNDBhETtY4l1pjI,https://api.spotify.com/v1/audio-analysis/5h8jp1tzNDBhETtY4l1pjI,4.0,4.71,584.462,Pop,0.626,0.493,0.03,0.605,0.0,0.431,0.406,0.748
フィクション,sumika,anime,0.658,0.94,2.0,-2.427,1.0,0.034,0.144,0.0,0.101,0.694,122.992,audio_features,543jStmHR1VrSfpxmjUIn6,spotify:track:543jStmHR1VrSfpxmjUIn6,https://api.spotify.com/v1/tracks/543jStmHR1VrSfpxmjUIn6,https://api.spotify.com/v1/audio-analysis/543jStmHR1VrSfpxmjUIn6,4.0,3.846,3.949,Anime/J-Pop,0.674,0.941,0.035,0.145,0.0,0.704,0.521,0.879
プリズム,AmPm,japanese dance pop,0.63,0.538,6.0,-7.059,1.0,0.032,0.087,0.0,0.095,0.238,98.012,audio_features,12ZIRTS8x9RBgasDg3q27J,spotify:track:12ZIRTS8x9RBgasDg3q27J,https://api.spotify.com/v1/tracks/12ZIRTS8x9RBgasDg3q27J,https://api.spotify.com/v1/audio-analysis/12ZIRTS8x9RBgasDg3q27J,4.0,3.978,66.364,Pop,0.645,0.538,0.033,0.087,0.0,0.241,0.415,0.777
五月雨,Yasuharu Takanashi,anime,0.439,0.129,2.0,-15.99,0.0,0.033,0.674,0.96,0.114,0.14,111.654,audio_features,3aNugT13qqQoUKwfJKmcrk,spotify:track:3aNugT13qqQoUKwfJKmcrk,https://api.spotify.com/v1/tracks/3aNugT13qqQoUKwfJKmcrk,https://api.spotify.com/v1/audio-analysis/3aNugT13qqQoUKwfJKmcrk,4.0,3.462,72.117,Anime/J-Pop,0.45,0.128,0.034,0.677,0.967,0.142,0.473,0.578
人柱力,Yasuharu Takanashi,anime,0.356,0.691,9.0,-10.641,0.0,0.039,0.069,0.885,0.31,0.147,74.967,audio_features,1fdQK47ajAnqTe8fAyyv4h,spotify:track:1fdQK47ajAnqTe8fAyyv4h,https://api.spotify.com/v1/tracks/1fdQK47ajAnqTe8fAyyv4h,https://api.spotify.com/v1/audio-analysis/1fdQK47ajAnqTe8fAyyv4h,4.0,2.024,0.797,Anime/J-Pop,0.365,0.691,0.04,0.07,0.891,0.149,0.317,0.697
任務,Yasuharu Takanashi,anime,0.72,0.484,1.0,-14.911,1.0,0.076,0.046,0.741,0.227,0.583,159.919,audio_features,2UhVfpf3JxHJqfZEJRQ0H7,spotify:track:2UhVfpf3JxHJqfZEJRQ0H7,https://api.spotify.com/v1/tracks/2UhVfpf3JxHJqfZEJRQ0H7,https://api.spotify.com/v1/audio-analysis/2UhVfpf3JxHJqfZEJRQ0H7,4.0,1.726,0.056,Anime/J-Pop,0.738,0.484,0.078,0.047,0.746,0.591,0.677,0.602
凸】♀】♂】←Titan,Hiroyuki Sawano,anime score,0.585,0.45,2.0,-11.736,1.0,0.057,0.013,0.675,0.092,0.342,139.574,audio_features,1sxV3W2udWG44iPEgRuEzp,spotify:track:1sxV3W2udWG44iPEgRuEzp,https://api.spotify.com/v1/tracks/1sxV3W2udWG44iPEgRuEzp,https://api.spotify.com/v1/audio-analysis/1sxV3W2udWG44iPEgRuEzp,1.0,4.356,0.091,Soundtrack/Score,0.599,0.45,0.059,0.013,0.68,0.347,0.591,0.673
出陣,Yasuharu Takanashi,anime,0.406,0.671,6.0,-9.169,0.0,0.039,0.09,0.964,0.121,0.232,94.942,audio_features,4x9JFIsht1WWEv7go9vJcF,spotify:track:4x9JFIsht1WWEv7go9vJcF,https://api.spotify.com/v1/tracks/4x9JFIsht1WWEv7go9vJcF,https://api.spotify.com/v1/audio-analysis/4x9JFIsht1WWEv7go9vJcF,3.0,2.166,2.163,Anime/J-Pop,0.416,0.671,0.04,0.09,0.971,0.235,0.402,0.73
前奏曲集 第1巻 VIII. 亜麻色の髪の乙女,Claude Debussy,classical,0.323,0.019,6.0,-29.17,1.0,0.045,0.995,0.934,0.065,0.088,68.568,audio_features,0cXHtvBNB879i7ZoBIv87L,spotify:track:0cXHtvBNB879i7ZoBIv87L,https://api.spotify.com/v1/tracks/0cXHtvBNB879i7ZoBIv87L,https://api.spotify.com/v1/audio-analysis/0cXHtvBNB879i7ZoBIv87L,3.0,2.102,4.198,Classical,0.331,0.018,0.047,0.999,0.941,0.09,0.29,0.286
